Unified Name,Unified ID,Unified Publisher Name,Unified Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Game Genre,Game Sub-genre,Earliest Release Date,All Time Downloads (US),All Time Downloads (WW),All Time Revenue (US),All Time Revenue (WW),Advertised on Any Network
Mobile Legends: Bang Bang,57955d280211a6718a000002,Moonton,647eb849d9d91f31a54f1792,2025-12-01,Unified,Games,2181686,285386,0.150496,2827942.23,894397.39,0.462569,51376417.0,820315.0,0.016226,Strategy,MOBA,2016/07/18,16767002,796375722,$221669996,$1658722358,Active
Clash Royale,568a601402ac64a409000104,Supercell,560c48b48ac350643900b82d,2025-12-01,Unified,Games,2163580,-146362,-0.063362,23482797.41,4379871.22,0.229278,64334674.0,-735118.0,-0.011297,Strategy,Real-Time Strategy,2016/01/04,94388624,757411872,$1387333472,$3755436288,Active
Last War:Survival,64075e77537c41636a8e1c58,FUNFLY,65e9a136ad4adb7f61fc0b8e,2025-12-01,Unified,Games,1982768,120450,0.064677,32458199.23,-1504874.65,-0.044309,3574031.0,25475.0,0.007179,Strategy,4X Strategy,2023/06/08,26872709,178929781,$1093982688,$3021921767,Active
PUBG MOBILE,5aad42d99f479f0a74d40440,Tencent,5614b2f53f07e2077c000059,2025-12-01,Unified,Games,1582150,51658,0.033753,10511008.58,2059938.19,0.243749,14499707.0,109153.0,0.007585,Shooter,Battle Royale,2018/03/14,83014332,1205827178,$1037944704,$4089750068,Active
Candy Crush Saga,55c5028802ac64f9c0001faf,Microsoft,5628910002ac648b28002389,2025-12-01,Unified,Games,1534886,-145139,-0.086391,20417849.23,-1796680.02,-0.080879,25050685.0,-415583.0,-0.016319,Puzzle,Match Swap,2012/10/19,203384056,1836593568,$5281062016,$9615104256,Active
Truck Games - Driving School,625a28189e528e4f546ae34a,Better Games Studio,594dde650211a62338000cdb,2025-12-01,Unified,Games,1405915,-56202,-0.038439,79.81,-91.67,-0.534581,600692.0,26690.0,0.046498,Simulation,Driving / Flight Simulator,2022/04/20,145010,30385538,$0,$3170,
Snake.io - Fun Snake .io Games,5711e92902ac6453cd000012,Kooapps,5614d6af3f07e25d29015bd3,2025-12-01,Unified,Games,1276590,160677,0.143987,8420.64,285.29,0.035068,2626572.0,-8314.0,-0.003155,Arcade,.io,2016/04/14,37150215,419652629,$299802,$1555163,Active
Last Z: Survival Shooter,658ea0be1fc48c4dbb3065e6,Florere Game,6736d19c146810f6057add10,2025-12-01,Unified,Games,1192555,-116326,-0.088874,12130028.16,-1484576.35,-0.109043,1618448.0,-50777.0,-0.03042,Strategy,4X Strategy,2023/12/22,5532146,49681983,$154659536,$372243491,Active
Whiteout Survival,638ee532480da915a62f0b34,Century Games,620d3b8db3ae27635539cde2,2025-12-01,Unified,Games,1031930,-63948,-0.058353,20144342.11,-5218685.34,-0.20576,3033894.0,-68886.0,-0.022201,Strategy,4X Strategy,2022/12/02,28862798,160973328,$796995584,$2373813120,Active
Mob Control,60913111fdef5825277f7ba6,Voodoo,59bad4eb63f2dc0d0b9689e1,2025-12-01,Unified,Games,1008522,55444,0.058174,371824.23,-15221.61,-0.039328,1394343.0,8454.0,0.0061,Strategy,Real-Time Strategy,2021/04/13,25794867,274335660,$41570188,$71764480,Active
Call of Duty®: Mobile,5d0355893ea9832c13e157d2,Microsoft,5628910002ac648b28002389,2025-12-01,Unified,Games,965424,-52215,-0.05131,5339430.08,-740271.23,-0.121761,8976330.0,-21031.0,-0.002337,Shooter,FPS / 3PS,2019/06/15,108592278,583648176,$1138998336,$2516588206,Active
Kingshot,67bb93ed47b43a18952ffdfc,Century Games,620d3b8db3ae27635539cde2,2025-12-01,Unified,Games,930744,-39809,-0.041017,20842618.98,661644.87,0.032786,1586293.0,-12064.0,-0.007548,Strategy,4X Strategy,2025/02/22,11233066,63602436,$244583952,$575904016,Active
Real Bus Simulator : Bus Games,64ad19039003bc762afb463a,Solo Studio,64ad19039003bc762afb4639,2025-12-01,Unified,Games,793817,-47291,-0.056225,0.0,0.0,,1385545.0,101944.0,0.07942,Simulation,Driving / Flight Simulator,2023/08/28,218911,68265824,$0,$308,
Doomsday × Attack on Titan,60f151ef6ffae745341f100f,IGG,560c460b8ac3506439006e05,2025-12-01,Unified,Games,770726,4197,0.005475,911091.07,45820.82,0.052956,861456.0,-34282.0,-0.038272,Strategy,4X Strategy,2021/08/28,8898065,96831749,$40772346,$155642263,Active
X-Clash,685b7bc224b863a00e1e8689,Bingchuan Network,5f2bb4a8fc4ad4599e0ab418,2025-12-01,Unified,Games,769463,30017,0.040594,1037963.33,-150097.82,-0.126338,541710.0,-29828.0,-0.052189,Strategy,4X Strategy,2025/06/20,3999750,43741906,$10004102,$16128128,Active
Plants vs. Zombies,55d20e3902ac64ee73000019,Electronic Arts,56289c8802ac6486a700139c,2025-12-01,Unified,Games,765073,-100690,-0.116302,13520.08,-2236.18,-0.141923,2043804.0,-332247.0,-0.139832,Strategy,Tower Defense,2014/11/11,47311155,628009379,$2356679,$5557090,
Magic Chess: Go Go,671baf714bb86008d2263ce5,Moonton,647eb849d9d91f31a54f1792,2025-12-01,Unified,Games,731830,-260784,-0.262724,204803.34,52574.75,0.345367,3125514.0,-238734.0,-0.070962,Strategy,Auto Chess,2024/11/27,0,32031510,$0,$5162747,Inactive (< last 28 Days)
Cat Runner: Decorate Home,59fd348343ddd73cd3c85868,Ivy Mobile,5bc0f7179a22547cba413c2e,2025-12-01,Unified,Games,722833,-129028,-0.151466,211.77,18.18,0.09391,1376087.0,-99284.0,-0.067294,Arcade,Platformer / Runner,2017/11/03,4829710,346913568,$5518,$165274,
Clash of Clans,55c5025102ac64f9c0001f96,Supercell,560c48b48ac350643900b82d,2025-12-01,Unified,Games,717868,38481,0.056641,8346884.15,1533598.63,0.225089,17401330.0,-175500.0,-0.009985,Strategy,Build & Battle,2012/06/14,130273040,967666624,$3373877632,$7639675904,Active
War Machines：Tanks Battle Game,567b928b6ac9724d020010eb,Wildlife Studios,5614e08d3f07e25d2901b7e7,2025-12-01,Unified,Games,661698,403108,1.558869,370196.02,-149558.76,-0.287749,399564.0,91480.0,0.296932,Shooter,Vehicular Shooter,2015/11/21,14629294,221293404,$109839984,$239043224,Active
Chess - Play & Learn Online,55c529c102ac64f9c0002bb9,Chess.com,560487c28ac35017220009d1,2025-12-01,Unified,Games,657095,-46777,-0.066457,1736234.26,-957403.44,-0.355431,14523897.0,-69981.0,-0.004795,Tabletop,Board,2009/10/29,32302290,193656592,$86569968,$196436572,Active
Ramp Car Games: GT Car Stunts,6074f1fc2aa5e17312c34d60,Fun Drive Games,5fe16b044b00ee79918b47f5,2025-12-01,Unified,Games,624367,87808,0.16365,230.61,53.62,0.302955,1206867.0,80625.0,0.071588,Racing,Arcade Racing,2021/05/31,1430510,204075264,$143,$29165,
Total Battle: War Strategy,592a66af850abd359f007606,Scorewarrior,59f0e9997e87690a80a06b64,2025-12-01,Unified,Games,620687,45549,0.079197,4979116.97,-1498828.89,-0.231374,503401.0,-30983.0,-0.057979,Strategy,4X Strategy,2017/10/23,8632731,76733084,$189663152,$439920384,Active
Resident Evil Survival Unit,686fdb56b1430f9d12eda7a5,Sony,5628902202ac648b280004e7,2025-12-01,Unified,Games,561062,-107662,-0.160996,764444.24,-306591.01,-0.286257,240518.0,3140.0,0.013228,Strategy,4X Strategy,2025/09/01,577300,4536695,$2073110,$6417883,Active
Dark War:Survival,6573c39d5c3b423d5d04560f,Florere Game,6736d19c146810f6057add10,2025-12-01,Unified,Games,522055,-37367,-0.066796,5500521.65,-619975.88,-0.101295,408205.0,21522.0,0.055658,Strategy,4X Strategy,2023/11/29,5076679,41520611,$107831508,$309386649,Active
Stick War: Legacy,56af009b105813ad9400009b,Max Games Studios,55f895338ac350426b040fcb,2025-12-01,Unified,Games,496362,43540,0.096153,26240.24,-2463.11,-0.085813,1128091.0,8735.0,0.007804,Strategy,Real-Time Strategy,2016/01/31,16194149,293182413,$6207746,$12493466,New (< last 28 Days)
That’s My Seat – Logic Puzzle,669ec9f39db8fb0db1dc07ac,Rooftop Game,672ba43be567d62889926e64,2025-12-01,Unified,Games,417423,-19951,-0.045615,91721.81,-2042.88,-0.021787,297510.0,-6140.0,-0.020221,Puzzle,Riddle,2024/07/22,5459353,22521134,$2813812,$4855238,Active
Tiles Survive!,67d3aaff2c328ae8e547d0ef,FunPlus,59965786a2549537afccb3f2,2025-12-01,Unified,Games,408803,18265,0.046769,1520470.51,18934.27,0.01261,428838.0,7814.0,0.01856,Strategy,4X Strategy,2025/03/12,1736397,18268166,$8549454,$33451203,Active
Pokémon GO,577c9fa40211a6cf30000056,Scopely,560c44e48ac3506439005117,2025-12-01,Unified,Games,401308,-2212,-0.005482,10592710.42,646357.75,0.064984,11347100.0,-115046.0,-0.010037,Geolocation,Geolocation,2016/04/25,143018288,799086480,$2422540544,$6100486656,Active
Western Survival Shooting Game,65af90e59252ed5e739b38d3,Team AS Studio,63b4d12233800165bb0c891b,2025-12-01,Unified,Games,392494,5325,0.013754,657.03,119.63,0.222609,280242.0,17262.0,0.06564,Shooter,Sniper,2024/05/14,419979,16802994,$7820,$28435,Inactive (< last 28 Days)
Evony,5869720d0211a6180f000ebc,Top Games,572320e50211a60b210000aa,2025-12-01,Unified,Games,391533,86403,0.283168,5263042.04,577514.66,0.123255,393273.0,-29921.0,-0.070703,Strategy,4X Strategy,2016/04/26,37507092,255736171,$1017538752,$1730410214,Active
Lords Mobile: Kingdom Wars,567a0aee0f1225ea0e006fe9,IGG,560c460b8ac3506439006e05,2025-12-01,Unified,Games,391376,-5431,-0.013687,1215710.0,-70657.89,-0.054928,735870.0,-4441.0,-0.005999,Strategy,4X Strategy,2015/12/22,33871472,554056039,$667517413,$2330166364,Active
Haunted Dorm,621325f8f8bf81450bc4b934,Mihuan,67b60e90c5ca6141637c2af1,2025-12-01,Unified,Games,377063,36258,0.106389,622.31,287.76,0.86014,955587.0,135691.0,0.165498,Strategy,Tower Defense,2022/02/18,308167,52243385,$698,$74717,Active
Pokémon UNITE,602c795c912b51622f233ffe,The Pokémon Company,561542d73f07e25d2903e682,2025-12-01,Unified,Games,374210,99764,0.36351,572173.62,307066.16,1.158271,1177032.0,60374.0,0.054067,Strategy,MOBA,2021/09/21,12190125,117668050,$20854903,$76754182,Inactive (< last 28 Days)
State.io — Conquer the World,5fcaf8ace9bbdb401d914cb5,Azur Interactive Games,592cc9f811f9436cc900106f,2025-12-01,Unified,Games,360903,45808,0.145378,8584.4,465.16,0.057291,395294.0,29748.0,0.08138,Arcade,.io,2020/11/27,13770207,118937308,$250697,$1274701,Active
Office Life!,67492a61497f11163d71cd40,Supercent,60c922dc49b48258e3a558c8,2025-12-01,Unified,Games,350207,-6824,-0.019113,3652.07,-557.93,-0.132525,194424.0,-3215.0,-0.016267,Simulation,Idler,2024/11/24,635212,10136180,$21120,$117644,Active
Plants vs Zombies 2,551b9de7e3943916f200026e,Electronic Arts,56289c8802ac6486a700139c,2025-12-01,Unified,Games,349870,-39146,-0.100628,152124.98,-65754.88,-0.301794,1404669.0,-51221.0,-0.035182,Strategy,Tower Defense,2013/07/09,55570608,413785888,$83227629,$143856560,
Car Driving School : Car Games,5d6496590db22b456d336636,Spark Game Studios,5cd5cf376aec9c32572db998,2025-12-01,Unified,Games,347081,-4798,-0.013635,9.29,2.29,0.327143,221743.0,328.0,0.001481,Simulation,Driving / Flight Simulator,2019/09/16,1700716,139351744,$9416,$58691,
