Unified Name,Unified ID,Unified Publisher Name,Unified Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Game Genre,Game Sub-genre,Earliest Release Date,All Time Downloads (US),All Time Downloads (WW),All Time Revenue (US),All Time Revenue (WW),Advertised on Any Network
Garena Free Fire,59d296dd60104c08ce201a27,Sea,56180ad702ac645be5000013,2026-01-12,Unified,Games,7965363,1978451,0.330463,13137380.25,1301113.75,0.109926,81960885.0,6079367.0,0.080117,Shooter,Battle Royale,2017/10/01,45427296,2148587512,$1116138048,$3965186096,Active
Block Blast!,622390aa2e0fa027dbdc26b8,Hungry Studio,67f43cbca12e6eabea635546,2026-01-12,Unified,Games,6373755,-890264,-0.122558,24.54,12.84,1.097436,51644057.0,-387568.0,-0.007449,Puzzle,Block,2022/04/03,85334388,726463367,$0,$3716,Active
Roblox,55d3a1a802ac64350a000d6e,Roblox,560c44d98ac3506439005015,2026-01-12,Unified,Games,6099311,-740320,-0.10824,11146738.54,-673884.13,-0.057009,143815304.0,-4165063.0,-0.028146,Simulation,Sandbox,2011/05/26,245757376,1644259175,$3612923712,$6827878931,Active
Pizza Ready!,64a8e532a930d8478994719b,Supercent,60c922dc49b48258e3a558c8,2026-01-12,Unified,Games,4220980,-814093,-0.161684,41766.93,-9857.52,-0.190947,3954547.0,-341512.0,-0.079494,Simulation,Idler,2023/07/04,21266534,418371008,$2750998,$6348591,Active
Subway Surfers,64870d70b3ae27253f16c069,Miniclip,65670b56ad4adb650837a435,2026-01-12,Unified,Games,3928614,-1259043,-0.2427,71646.13,-11523.34,-0.138553,20695429.0,-4606.0,-0.000223,Arcade,Platformer / Runner,2012/05/24,251301784,2668633182,$68542704,$133610237,Inactive (< last 28 Days)
心动小镇,6642839b70541dbb64f131be,XD,5a054b857ce97d1af1f9b243,2026-01-12,Unified,Games,3796138,696322,0.224633,1721061.42,778236.54,0.825431,,,,Simulation,Avatar Life,2025/12/24,1424822,10325682,$879870,$4957068,New (< last 28 Days)
Vita Mahjong,656ab40b40beda73acd1f0c4,Vita Studio,6459b09cfbea7c79994f1aba,2026-01-12,Unified,Games,3583512,-592802,-0.141944,36496.51,2335.63,0.068371,9160761.0,407280.0,0.046528,Puzzle,Match Pair,2023/12/01,25526617,188375720,$801185,$1571900,Active
Tile Explorer - Triple Match,664831db335788e1f4f04311,Oakever Games,65dcc4c25d0a0d46ffa216a3,2026-01-12,Unified,Games,2969028,-307809,-0.093935,113696.49,17251.05,0.178868,6957061.0,307104.0,0.046181,Puzzle,Match Pair,2024/05/17,6223879,115233413,$1160819,$2439569,Active
Last War:Survival,64075e77537c41636a8e1c58,FUNFLY,65e9a136ad4adb7f61fc0b8e,2026-01-12,Unified,Games,2842558,-561991,-0.165071,30565169.36,232298.04,0.007658,4275441.0,-67619.0,-0.015569,Strategy,4X Strategy,2023/06/08,26992656,179797780,$1100483264,$3037524095,Active
Paper.io 2,5b6af0a62ba45d4cc3be4963,Voodoo,59bad4eb63f2dc0d0b9689e1,2026-01-12,Unified,Games,2632092,-618809,-0.19035,33953.44,-6922.28,-0.169349,5845748.0,77711.0,0.013473,Arcade,.io,2018/08/09,78160680,538308016,$2806077,$5573950,Active
EA SPORTS FC Mobile Soccer,5e8694de25186e479bf4dd24,Electronic Arts,56289c8802ac6486a700139c,2026-01-12,Unified,Games,2621504,388664,0.174067,4735293.34,1434819.56,0.434731,20050561.0,2585410.0,0.148033,Sports,Realistic Sports,2016/08/31,43339698,782690833,$233073264,$1173880578,Active
Hole.io,5b08105695a243116dc61488,Voodoo,59bad4eb63f2dc0d0b9689e1,2026-01-12,Unified,Games,2561437,124484,0.051082,63558.85,2212.3,0.036062,2825405.0,-52970.0,-0.018403,Arcade,Other Arcade,2018/05/27,82289660,512862560,$4278295,$7697868,Active
Arrows  Puzzle Escape,68706c3c80620041196fd150,Lessmore,6335ef0e3022587447e2fa63,2026-01-12,Unified,Games,2553934,-293797,-0.103169,18135.0,-1307.01,-0.067226,4111182.0,-75092.0,-0.017938,Puzzle,Sort,2025/07/09,4377638,28133002,$83312,$216409,Active
School Party Craft,5a767d97aee4ba0d1acf16b1,Candy Room Games,5dd841bbd4a1964828c297d0,2026-01-12,Unified,Games,2499353,-369140,-0.128688,0.0,0.0,,4001248.0,53874.0,0.013648,Action,Action Sandbox,2018/02/02,7096216,264093607,$0,$0,Active
My Talking Tom 2: Pet Game,5baf22e7c5ca6119e0e7f792,Outfit7 (Jinke Culture),5d3aa5f49cc0f85f968d0731,2026-01-12,Unified,Games,2473449,207088,0.091375,26850.45,-905.54,-0.032625,6128410.0,-363141.0,-0.055941,Lifestyle,Virtual Pet,2018/09/28,49885288,993421328,$5384675,$15125624,Inactive (< last 28 Days)
ColorBlock : Combo Blast,650c1c82b5746273f2aff851,Flyyes Technology,62fe907258c73f0c3ccc63e2,2026-01-12,Unified,Games,2449181,156569,0.068293,220.76,-11.14,-0.048038,900998.0,104413.0,0.131076,Puzzle,Block,2019/04/17,3835085,20171519,$0,$5244,Active
Mob Control,60913111fdef5825277f7ba6,Voodoo,59bad4eb63f2dc0d0b9689e1,2026-01-12,Unified,Games,2398174,489307,0.256334,437723.14,53405.96,0.138963,2310689.0,88552.0,0.03985,Strategy,Real-Time Strategy,2021/04/13,25835511,274935700,$41700480,$71977984,Active
Ludo King,58560c3c3e9f537010000227,Gametion,55f895f48ac350426b044aa8,2026-01-12,Unified,Games,2394991,-701428,-0.226529,33862.73,838.92,0.025403,8646810.0,309693.0,0.037146,Tabletop,Board,2016/12/17,5998828,1283409152,$244766,$8701233,Inactive (< last 28 Days)
Royal Kingdom,68522fdeea1d299c74cd6921,Dream Games,5f16a8019f7b275235017613,2026-01-12,Unified,Games,2335321,-718104,-0.23518,9360399.02,117346.52,0.012696,7051026.0,105311.0,0.015162,Puzzle,Match Swap,2023/03/20,19035872,99689764,$232364072,$376124352,Active
Mobile Legends: Bang Bang,57955d280211a6718a000002,Moonton,647eb849d9d91f31a54f1792,2026-01-12,Unified,Games,2315539,-1331849,-0.365151,4892557.35,-1146551.06,-0.189854,54376788.0,-178501.0,-0.003272,Strategy,MOBA,2016/07/18,16792750,798004868,$222063973,$1662395370,Active
Discord,56cbd03e330d873cbb0011fb,Discord Inc.,591f4156ca709935960008ee,2026-01-12,Unified,Communication,2293652,-116994,-0.048532,3646933.59,-90937.76,-0.024329,79304558.0,257293.0,0.003255,,,2015/05/07,160273004,878550624,$397826232,$659156448,Active
Township,55c50ce502ac64f9c0002364,Playrix,5614b8de3f07e25d29001b9e,2026-01-12,Unified,Games,2260065,-130272,-0.054499,9858102.58,-393354.35,-0.038371,8762039.0,-222443.0,-0.024759,Simulation,Tycoon / Crafting,2013/06/22,84409400,661779376,$1394092992,$2635341824,Active
PUBG MOBILE,5aad42d99f479f0a74d40440,Tencent,5614b2f53f07e2077c000059,2026-01-12,Unified,Games,2199569,-407911,-0.156439,7882478.48,-739505.02,-0.08577,17223899.0,908215.0,0.055665,Shooter,Battle Royale,2018/03/14,83065328,1206953591,$1039023680,$4093867093,Active
Gossip Harbor: Merge & Story,62997510bafac62d04f854a3,Microfun,55d8ea05a3f735178b006252,2026-01-12,Unified,Games,2157542,236294,0.12299,19472228.95,-1192276.29,-0.057697,8621631.0,242048.0,0.028885,Puzzle,Match Merge 2,2022/06/02,14510499,94491992,$393398432,$985725408,Active
8 Ball Pool,6478d3edb3ae272847ad30f8,Miniclip,65670b56ad4adb650837a435,2026-01-12,Unified,Games,2090245,-247648,-0.105928,1261745.73,-48634.71,-0.037115,8261790.0,6905.0,0.000836,Sports,Realistic Sports,2013/01/23,160201080,1351526048,$409633504,$859049568,Active
Level Devil - NOT A Troll Game,65c9920e6aec9c5ac11ae902,Unept,57ed02d7ebff1409fc001b5b,2026-01-12,Unified,Games,2037843,-82522,-0.038919,349.45,-118.83,-0.253758,2004462.0,156578.0,0.084734,Arcade,Platformer / Runner,2024/02/11,2372641,51436898,$0,$31627,
Football League 2026,632911503e8bd147cfaecd63,Mobile Soccer,632911503e8bd147cfaecd62,2026-01-12,Unified,Games,1958556,-4116108,-0.677586,1151.41,174.78,0.178962,6485790.0,126855.0,0.019949,Sports,Realistic Sports,2022/11/15,5734670,345312648,$5266,$99779,Active
FPS Strike Ops : Modern Arena,66495a9c1da696102a9f4d08,FPS Shooter,616dc43de3e9325e08852e55,2026-01-12,Unified,Games,1818607,-29271,-0.01584,4033.11,-304.27,-0.070151,4625175.0,-189169.0,-0.039293,Shooter,FPS / 3PS,2024/05/17,1482059,120185680,$28920,$156081,
