Unified Name,Unified ID,Unified Publisher Name,Unified Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Game Genre,Game Sub-genre,Earliest Release Date,All Time Downloads (US),All Time Downloads (WW),All Time Revenue (US),All Time Revenue (WW),Advertised on Any Network
Last War:Survival,64075e77537c41636a8e1c58,FUNFLY,65e9a136ad4adb7f61fc0b8e,2025-12-08,Unified,Games,2193049,210281,0.106054,31234752.14,-1223447.09,-0.037693,3697844.0,123813.0,0.034642,Strategy,4X Strategy,2023/06/08,26872709,178929781,$1093982688,$3021921767,Active
Mobile Legends: Bang Bang,57955d280211a6718a000002,Moonton,647eb849d9d91f31a54f1792,2025-12-08,Unified,Games,2034250,-147436,-0.067579,2170107.45,-657834.78,-0.23262,51937476.0,561059.0,0.010921,Strategy,MOBA,2016/07/18,16767002,796375722,$221669996,$1658722358,Active
Clash Royale,568a601402ac64a409000104,Supercell,560c48b48ac350643900b82d,2025-12-08,Unified,Games,2032021,-131559,-0.060806,13929875.98,-9552921.43,-0.406805,60939738.0,-3394936.0,-0.05277,Strategy,Real-Time Strategy,2016/01/04,94388624,757411872,$1387333472,$3755436288,Active
PUBG MOBILE,5aad42d99f479f0a74d40440,Tencent,5614b2f53f07e2077c000059,2025-12-08,Unified,Games,1707084,124934,0.078965,9529094.79,-981913.79,-0.093418,15001653.0,501946.0,0.034618,Shooter,Battle Royale,2018/03/14,83014332,1205827178,$1037944704,$4089750068,Active
Truck Games - Driving School,625a28189e528e4f546ae34a,Better Games Studio,594dde650211a62338000cdb,2025-12-08,Unified,Games,1706368,300453,0.213706,155.03,75.22,0.942488,683114.0,82422.0,0.137212,Simulation,Driving / Flight Simulator,2022/04/20,145010,30385538,$0,$3170,
Candy Crush Saga,55c5028802ac64f9c0001faf,Microsoft,5628910002ac648b28002389,2025-12-08,Unified,Games,1676616,141730,0.092339,22319947.59,1902098.36,0.093159,24810031.0,-240654.0,-0.009607,Puzzle,Match Swap,2012/10/19,203384056,1836593568,$5281062016,$9615104256,Active
Call of Duty®: Mobile,5d0355893ea9832c13e157d2,Microsoft,5628910002ac648b28002389,2025-12-08,Unified,Games,1354723,389299,0.403241,9211790.82,3872360.74,0.725239,9401737.0,425407.0,0.047392,Shooter,FPS / 3PS,2019/06/15,108592278,583648176,$1138998336,$2516588206,Active
Snake.io - Fun Snake .io Games,5711e92902ac6453cd000012,Kooapps,5614d6af3f07e25d29015bd3,2025-12-08,Unified,Games,1349197,72607,0.056876,8584.35,163.71,0.019442,2714055.0,87483.0,0.033307,Arcade,.io,2016/04/14,37150215,419652629,$299802,$1555163,Active
Last Z: Survival Shooter,658ea0be1fc48c4dbb3065e6,Florere Game,6736d19c146810f6057add10,2025-12-08,Unified,Games,1220479,27924,0.023415,13163543.82,1033515.66,0.085203,1671732.0,53284.0,0.032923,Strategy,4X Strategy,2023/12/22,5532146,49681983,$154659536,$372243491,Active
X-Clash,685b7bc224b863a00e1e8689,Bingchuan Network,5f2bb4a8fc4ad4599e0ab418,2025-12-08,Unified,Games,1180316,410853,0.533948,969825.89,-68137.44,-0.065645,666429.0,124719.0,0.230232,Strategy,4X Strategy,2025/06/20,3999750,43741906,$10004102,$16128128,Active
Whiteout Survival,638ee532480da915a62f0b34,Century Games,620d3b8db3ae27635539cde2,2025-12-08,Unified,Games,1105310,73380,0.071109,19668090.15,-476251.96,-0.023642,3095132.0,61238.0,0.020185,Strategy,4X Strategy,2022/12/02,28862798,160973328,$796995584,$2373813120,Active
Mob Control,60913111fdef5825277f7ba6,Voodoo,59bad4eb63f2dc0d0b9689e1,2025-12-08,Unified,Games,1064302,55780,0.055309,392980.18,21155.95,0.056898,1615891.0,221548.0,0.158891,Strategy,Real-Time Strategy,2021/04/13,25794867,274335660,$41570188,$71764480,Active
Kingshot,67bb93ed47b43a18952ffdfc,Century Games,620d3b8db3ae27635539cde2,2025-12-08,Unified,Games,981185,50441,0.054194,15518467.65,-5324151.33,-0.255445,1597738.0,11445.0,0.007215,Strategy,4X Strategy,2025/02/22,11233066,63602436,$244583952,$575904016,Active
Chess - Play & Learn Online,55c529c102ac64f9c0002bb9,Chess.com,560487c28ac35017220009d1,2025-12-08,Unified,Games,759879,102784,0.156422,881970.17,-854264.09,-0.492021,14750252.0,226355.0,0.015585,Tabletop,Board,2009/10/29,32302290,193656592,$86569968,$196436572,Active
Plants vs. Zombies,55d20e3902ac64ee73000019,Electronic Arts,56289c8802ac6486a700139c,2025-12-08,Unified,Games,753827,-11246,-0.014699,13556.79,36.71,0.002715,2036028.0,-7776.0,-0.003805,Strategy,Tower Defense,2014/11/11,47311155,628009379,$2356679,$5557090,
Doomsday × Attack on Titan,60f151ef6ffae745341f100f,IGG,560c460b8ac3506439006e05,2025-12-08,Unified,Games,745373,-25353,-0.032895,790647.92,-120443.15,-0.132197,865032.0,3576.0,0.004151,Strategy,4X Strategy,2021/08/28,8898065,96831749,$40772346,$155642263,Active
Clash of Clans,55c5025102ac64f9c0001f96,Supercell,560c48b48ac350643900b82d,2025-12-08,Unified,Games,697586,-20282,-0.028253,6559478.26,-1787405.89,-0.21414,17167512.0,-233818.0,-0.013437,Strategy,Build & Battle,2012/06/14,130273040,967666624,$3373877632,$7639675904,Active
Cat Runner: Decorate Home,59fd348343ddd73cd3c85868,Ivy Mobile,5bc0f7179a22547cba413c2e,2025-12-08,Unified,Games,635150,-87683,-0.121305,244.95,33.18,0.156679,1318254.0,-57833.0,-0.042027,Arcade,Platformer / Runner,2017/11/03,4829710,346913568,$5518,$165274,
Pokémon UNITE,602c795c912b51622f233ffe,The Pokémon Company,561542d73f07e25d2903e682,2025-12-08,Unified,Games,623932,249722,0.667331,480711.05,-91462.57,-0.159851,1252922.0,75890.0,0.064476,Strategy,MOBA,2021/09/21,12190125,117668050,$20854903,$76754182,Inactive (< last 28 Days)
Ramp Car Games: GT Car Stunts,6074f1fc2aa5e17312c34d60,Fun Drive Games,5fe16b044b00ee79918b47f5,2025-12-08,Unified,Games,619823,-4544,-0.007278,269.65,39.04,0.16929,1282018.0,75151.0,0.062269,Racing,Arcade Racing,2021/05/31,1430510,204075264,$143,$29165,
Magic Chess: Go Go,671baf714bb86008d2263ce5,Moonton,647eb849d9d91f31a54f1792,2025-12-08,Unified,Games,584600,-147230,-0.201181,137934.61,-66868.73,-0.326502,2911303.0,-214211.0,-0.068536,Strategy,Auto Chess,2024/11/27,0,32031510,$0,$5162747,Inactive (< last 28 Days)
Total Battle: War Strategy,592a66af850abd359f007606,Scorewarrior,59f0e9997e87690a80a06b64,2025-12-08,Unified,Games,581186,-39501,-0.063641,4656429.24,-322687.73,-0.064808,522139.0,18738.0,0.037223,Strategy,4X Strategy,2017/10/23,8632731,76733084,$189663152,$439920384,Active
Tiles Survive!,67d3aaff2c328ae8e547d0ef,FunPlus,59965786a2549537afccb3f2,2025-12-08,Unified,Games,513307,104504,0.255634,1454554.78,-65915.73,-0.043352,474032.0,45194.0,0.105387,Strategy,4X Strategy,2025/03/12,1736397,18268166,$8549454,$33451203,Active
Stick War: Legacy,56af009b105813ad9400009b,Max Games Studios,55f895338ac350426b040fcb,2025-12-08,Unified,Games,504464,8102,0.016323,26982.54,742.3,0.028289,1076497.0,-51594.0,-0.045736,Strategy,Real-Time Strategy,2016/01/31,16194149,293182413,$6207746,$12493466,New (< last 28 Days)
Real Bus Simulator : Bus Games,64ad19039003bc762afb463a,Solo Studio,64ad19039003bc762afb4639,2025-12-08,Unified,Games,501751,-292066,-0.367926,0.05,0.05,,1346435.0,-39110.0,-0.028227,Simulation,Driving / Flight Simulator,2023/08/28,218911,68265824,$0,$308,
Plants vs Zombies 2,551b9de7e3943916f200026e,Electronic Arts,56289c8802ac6486a700139c,2025-12-08,Unified,Games,484932,135062,0.386035,126647.42,-25477.56,-0.167478,1405501.0,832.0,0.000592,Strategy,Tower Defense,2013/07/09,55570608,413785888,$83227629,$143856560,
War Machines：Tanks Battle Game,567b928b6ac9724d020010eb,Wildlife Studios,5614e08d3f07e25d2901b7e7,2025-12-08,Unified,Games,465184,-196514,-0.296984,374145.13,3949.11,0.010668,400742.0,1178.0,0.002948,Shooter,Vehicular Shooter,2015/11/21,14629294,221293404,$109839984,$239043224,Active
Dark War:Survival,6573c39d5c3b423d5d04560f,Florere Game,6736d19c146810f6057add10,2025-12-08,Unified,Games,429353,-92702,-0.177571,5137645.03,-362876.62,-0.065971,377279.0,-30926.0,-0.075761,Strategy,4X Strategy,2023/11/29,5076679,41520611,$107831508,$309386649,Active
