Unified Name,Unified ID,Unified Publisher Name,Unified Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Game Genre,Game Sub-genre,Earliest Release Date,All Time Downloads (US),All Time Downloads (WW),All Time Revenue (US),All Time Revenue (WW),Advertised on Any Network
Mobile Legends: Bang Bang,57955d280211a6718a000002,Moonton,647eb849d9d91f31a54f1792,2026-01-19,Unified,Games,2630058,314519,0.13583,5805152.16,912594.81,0.186527,55328843.0,952055.0,0.017508,Strategy,MOBA,2016/07/18,16787968,797615056,$222016521,$1661623839,Active
Last War:Survival,64075e77537c41636a8e1c58,FUNFLY,65e9a136ad4adb7f61fc0b8e,2026-01-19,Unified,Games,2270072,-572486,-0.201398,28409594.91,-2155574.45,-0.070524,4142895.0,-132546.0,-0.031002,Strategy,4X Strategy,2023/06/08,26968569,179639964,$1098406016,$3033355917,Active
PUBG MOBILE,5aad42d99f479f0a74d40440,Tencent,5614b2f53f07e2077c000059,2026-01-19,Unified,Games,2154417,-45152,-0.020528,6508911.27,-1373567.21,-0.174256,17997706.0,773807.0,0.044926,Shooter,Battle Royale,2018/03/14,83058140,1206740006,$1038544992,$4092462262,Active
Kingshot,67bb93ed47b43a18952ffdfc,Century Games,620d3b8db3ae27635539cde2,2026-01-19,Unified,Games,1749180,507223,0.408406,18376421.81,3673752.63,0.24987,1988773.0,64816.0,0.033689,Strategy,4X Strategy,2025/02/22,11392531,64689328,$248399288,$585203344,Active
Candy Crush Saga,55c5028802ac64f9c0001faf,Microsoft,5628910002ac648b28002389,2026-01-19,Unified,Games,1726243,-24191,-0.01382,21511951.49,104058.5,0.004861,24690422.0,209683.0,0.008565,Puzzle,Match Swap,2012/10/19,203451520,1837305696,$5285376896,$9624222976,Active
Mob Control,60913111fdef5825277f7ba6,Voodoo,59bad4eb63f2dc0d0b9689e1,2026-01-19,Unified,Games,1481208,-916966,-0.38236,384503.84,-53219.3,-0.121582,2075337.0,-235352.0,-0.101854,Strategy,Real-Time Strategy,2021/04/13,25829918,274829856,$41670540,$71929080,Active
Snake.io - Fun Snake .io Games,5711e92902ac6453cd000012,Kooapps,5614d6af3f07e25d29015bd3,2026-01-19,Unified,Games,1429668,-178352,-0.110914,12509.38,-1527.01,-0.108789,2609141.0,-243056.0,-0.085217,Arcade,.io,2016/04/14,37197631,420422212,$300956,$1560642,Active
Whiteout Survival,638ee532480da915a62f0b34,Century Games,620d3b8db3ae27635539cde2,2026-01-19,Unified,Games,1343365,-82013,-0.057538,19970558.28,3065270.82,0.18132,3039978.0,-44571.0,-0.01445,Strategy,4X Strategy,2022/12/02,28981151,161632928,$799608240,$2382340416,Active
Call of Duty®: Mobile,5d0355893ea9832c13e157d2,Microsoft,5628910002ac648b28002389,2026-01-19,Unified,Games,1277830,-48639,-0.036668,6568049.48,-1424260.92,-0.178204,8663462.0,-108831.0,-0.012406,Shooter,FPS / 3PS,2019/06/15,108676340,584172389,$1140260544,$2519150811,Active
Clash Royale,568a601402ac64a409000104,Supercell,560c48b48ac350643900b82d,2026-01-19,Unified,Games,1058110,-157237,-0.129376,6249141.81,-1532301.11,-0.196917,42022273.0,-2425441.0,-0.054568,Strategy,Real-Time Strategy,2016/01/04,94464204,757896704,$1388421632,$3758096512,Inactive (< last 28 Days)
Gangster Games Crime Simulator,63cb7626922658468291fc44,Stag Creations,624b42fbce898b4e4d5d392e,2026-01-19,Unified,Games,979695,40270,0.042867,37.96,3.53,0.102527,640700.0,74896.0,0.132371,Action,Action Sandbox,2017/07/19,521986,28393787,$0,$2066,
X-Clash,685b7bc224b863a00e1e8689,Bingchuan Network,5f2bb4a8fc4ad4599e0ab418,2026-01-19,Unified,Games,883844,-91270,-0.093599,1332782.23,83773.39,0.067072,575348.0,-37977.0,-0.06192,Strategy,4X Strategy,2025/06/20,4024492,44064372,$10270969,$16606918,Active
Real Bus Simulator : Bus Games,64ad19039003bc762afb463a,Solo Studio,64ad19039003bc762afb4639,2026-01-19,Unified,Games,870639,-54172,-0.058576,96.54,-38.44,-0.284783,1442982.0,-163233.0,-0.101626,Simulation,Driving / Flight Simulator,2023/08/28,222218,68637496,$0,$332,
Tiles Survive!,67d3aaff2c328ae8e547d0ef,FunPlus,59965786a2549537afccb3f2,2026-01-19,Unified,Games,857071,-43976,-0.048805,1797437.39,85478.6,0.04993,589989.0,-61146.0,-0.093907,Strategy,4X Strategy,2025/03/12,1782972,18591168,$8765134,$34227279,Active
Cat Runner: Decorate Home,59fd348343ddd73cd3c85868,Ivy Mobile,5bc0f7179a22547cba413c2e,2026-01-19,Unified,Games,843490,-5040,-0.00594,249.53,-64.05,-0.204254,1363172.0,-233199.0,-0.146081,Arcade,Platformer / Runner,2017/11/03,4833323,347318816,$5518,$165349,
Truck Games - Driving School,625a28189e528e4f546ae34a,Better Games Studio,594dde650211a62338000cdb,2026-01-19,Unified,Games,835122,56485,0.072543,121.43,28.17,0.302059,488518.0,13302.0,0.027991,Simulation,Driving / Flight Simulator,2022/04/20,148159,30798876,$0,$3243,
Plants vs. Zombies,55d20e3902ac64ee73000019,Electronic Arts,56289c8802ac6486a700139c,2026-01-19,Unified,Games,766539,44971,0.062324,14740.52,1772.17,0.136653,1935529.0,10421.0,0.005413,Strategy,Tower Defense,2014/11/11,47341695,628471195,$2359824,$5564265,
Last Z: Survival Shooter,658ea0be1fc48c4dbb3065e6,Florere Game,6736d19c146810f6057add10,2026-01-19,Unified,Games,758898,-530344,-0.411361,13035432.51,-1012920.17,-0.072102,1643371.0,-149127.0,-0.083195,Strategy,4X Strategy,2023/12/22,5568896,49935056,$156516680,$377278183,Active
Chess - Play & Learn Online,55c529c102ac64f9c0002bb9,Chess.com,560487c28ac35017220009d1,2026-01-19,Unified,Games,740504,35214,0.049928,1381992.94,-32986.97,-0.023313,15251575.0,-52380.0,-0.003423,Tabletop,Board,2009/10/29,32348633,194019472,$86811054,$197048968,Active
セルサバイバー - ディフェンスゲーム,68498ade43283a19eb2c5a85,Yelo Hood,63797dd69fbbdf0e75e5e3c0,2026-01-19,Unified,Games,602851,-10460,-0.017055,1095357.54,387966.95,0.548448,793549.0,165080.0,0.26267,Strategy,Tower Defense,2025/06/10,918683,7518274,$977636,$8099204,Active
Ramp Car Games: GT Car Stunts,6074f1fc2aa5e17312c34d60,Fun Drive Games,5fe16b044b00ee79918b47f5,2026-01-19,Unified,Games,568435,-18242,-0.031094,36.33,-80.03,-0.687779,1174120.0,-16184.0,-0.013597,Racing,Arcade Racing,2021/05/31,1431806,204276432,$143,$29192,
Doomsday × Attack on Titan,60f151ef6ffae745341f100f,IGG,560c460b8ac3506439006e05,2026-01-19,Unified,Games,521824,-18716,-0.034625,814876.34,-40701.86,-0.047572,825946.0,-52976.0,-0.060274,Strategy,4X Strategy,2021/08/28,8917640,97087786,$40845144,$155987772,Active
Stick War: Legacy,56af009b105813ad9400009b,Max Games Studios,55f895338ac350426b040fcb,2026-01-19,Unified,Games,520869,-21485,-0.039614,27170.96,1254.01,0.048386,1104596.0,37655.0,0.035292,Strategy,Real-Time Strategy,2016/01/31,16204451,293427929,$6213024,$12504809,New (< last 28 Days)
Clash of Clans,55c5025102ac64f9c0001f96,Supercell,560c48b48ac350643900b82d,2026-01-19,Unified,Games,518678,-10611,-0.020048,3749390.09,-850784.03,-0.184946,14441714.0,-277234.0,-0.018835,Strategy,Build & Battle,2012/06/14,130303832,967894080,$3374482432,$7641133056,Active
Kite Basant: Kite Flying Games,646b73d2b1789222abfc5128,Legendary Cluster Arena,5c6cca1d77c8a97008aa5e9c,2026-01-19,Unified,Games,452907,121946,0.36846,2.46,-5.84,-0.703614,324454.0,70938.0,0.279817,Arcade,Other Arcade,2023/05/22,792,5178967,$0,$135,
Lords Mobile: Kingdom Wars,567a0aee0f1225ea0e006fe9,IGG,560c460b8ac3506439006e05,2026-01-19,Unified,Games,438588,72977,0.199603,1296701.85,387523.95,0.426236,669100.0,-49732.0,-0.069184,Strategy,4X Strategy,2015/12/22,33889032,554291683,$667670438,$2330764563,Active
Total Battle: War Strategy,592a66af850abd359f007606,Scorewarrior,59f0e9997e87690a80a06b64,2026-01-19,Unified,Games,425957,43864,0.114799,4312680.08,119176.02,0.028419,437902.0,-12628.0,-0.028029,Strategy,4X Strategy,2017/10/23,8663229,76946306,$190426824,$441578688,Active
Arena of Valor,61a54e681800977bed4c561d,Sea,56180ad702ac645be5000013,2026-01-19,Unified,Games,369907,101365,0.377464,1074560.59,181548.15,0.203299,12858983.0,-198439.0,-0.015197,Strategy,MOBA,2016/10/12,3892339,288190076,$16440164,$696498875,Inactive (< last 28 Days)
Dark War:Survival,6573c39d5c3b423d5d04560f,Florere Game,6736d19c146810f6057add10,2026-01-19,Unified,Games,360993,17880,0.052111,5221786.8,-436928.16,-0.077213,406130.0,11658.0,0.029553,Strategy,4X Strategy,2023/11/29,5096871,41698993,$108511888,$311296400,Active
Plants vs Zombies 2,551b9de7e3943916f200026e,Electronic Arts,56289c8802ac6486a700139c,2026-01-19,Unified,Games,359215,-138951,-0.278925,124552.55,-14044.67,-0.101334,1337246.0,-33473.0,-0.02442,Strategy,Tower Defense,2013/07/09,55587526,413945176,$83257117,$143919698,
Pokémon GO,577c9fa40211a6cf30000056,Scopely,560c44e48ac3506439005117,2026-01-19,Unified,Games,352730,13507,0.039817,5586636.22,-359671.69,-0.060487,10756065.0,-100141.0,-0.009224,Geolocation,Geolocation,2016/04/25,143048424,799264208,$2423800832,$6103343616,Active
Magic Chess: Go Go,671baf714bb86008d2263ce5,Moonton,647eb849d9d91f31a54f1792,2026-01-19,Unified,Games,344802,33332,0.107015,124075.67,-12336.54,-0.090436,2066186.0,-129349.0,-0.058915,Strategy,Auto Chess,2024/11/27,125202,32308398,$305340,$5521685,Inactive (< last 28 Days)
State.io — Conquer the World,5fcaf8ace9bbdb401d914cb5,Azur Interactive Games,592cc9f811f9436cc900106f,2026-01-19,Unified,Games,343555,-25695,-0.069587,9911.12,1250.79,0.144428,482059.0,54318.0,0.126988,Arcade,.io,2020/11/27,13790256,119091864,$251316,$1279100,Active
Riot Mobile,56d6718bf70081695900008d,Tencent,5614b2f53f07e2077c000059,2026-01-19,Unified,Games,342155,187798,1.216647,0.0,0.0,,435052.0,54148.0,0.142157,,,2016/02/23,3308075,30080218,$0,$0,
Dragon Traveler,69129dc6861937d9e68f55e7,GameTree Entertainment,65167e138f5d386ecefac21b,2026-01-19,Unified,Games,339901,-375992,-0.525207,2987070.22,699286.92,0.305661,,,,RPG,Idle RPG,2025/12/31,228790,1083712,$1898218,$5740969,New (< last 28 Days)
Haunted Dorm,621325f8f8bf81450bc4b934,Mihuan,67b60e90c5ca6141637c2af1,2026-01-19,Unified,Games,329880,-6054,-0.018021,333.85,24.69,0.079862,724509.0,-80878.0,-0.100421,Strategy,Tower Defense,2022/02/18,309217,52408707,$698,$74869,Active
CrossFire: Legends,565ff9f502ac6459a0000035,Tencent,5614b2f53f07e2077c000059,2026-01-19,Unified,Games,323277,-86899,-0.211858,184951.27,-41943.34,-0.184858,384272.0,-36647.0,-0.087064,Shooter,FPS / 3PS,2025/12/09,0,8218633,$0,$1372581,New (< last 28 Days)
Archer Assassin Shooting Game,6416692584141018505ed6ea,Team AS Studio,63b4d12233800165bb0c891b,2026-01-19,Unified,Games,320402,-66536,-0.171955,167.26,28.41,0.204609,577401.0,-481.0,-0.000832,Shooter,FPS / 3PS,2023/03/29,280783,14140201,$0,$3342,
Battle Bag: War Zone,680e4863bfead6121ab68ba7,Voodoo,59bad4eb63f2dc0d0b9689e1,2026-01-19,Unified,Games,311778,8465,0.027908,21447.64,2124.88,0.109968,3049.0,432.0,0.165075,RPG,Puzzle RPG,2025/04/25,267165,1507237,$22003,$95200,Active
Western Survival Shooting Game,65af90e59252ed5e739b38d3,Team AS Studio,63b4d12233800165bb0c891b,2026-01-19,Unified,Games,302472,-41812,-0.121446,506.33,-124.78,-0.197715,262711.0,-1606.0,-0.006076,Shooter,Sniper,2024/05/14,421825,16914684,$7868,$28560,Inactive (< last 28 Days)
Euro Truck Driving Truck Game,6685ef0fa2c899cb6c9125c0,Osamay Game Studio,6685ef0fa2c899cb6c9125bf,2026-01-19,Unified,Games,297789,273073,11.04843,0.0,0.0,,12222.0,11051.0,9.437233,Arcade,.io,2024/06/29,1534,829581,$0,$0,
My Jail Escape Plan,68d609435ba2f63eb5e9f8ce,GamePark,5d07e9cb5a46f077f3428a7a,2026-01-19,Unified,Games,294588,60280,0.257268,126.28,-9.29,-0.068525,74091.0,12598.0,0.204869,Simulation,Simulator,2025/10/04,84699,2766401,$0,$977,Active
TopHeroes,63bd1e79e36abf4ca724dad2,RiverGame,65577e0f8196ff7d020b01ed,2026-01-19,Unified,Games,291090,-75259,-0.20543,4381908.14,119053.85,0.027928,593270.0,-7711.0,-0.012831,Strategy,4X Strategy,2024/01/14,4120790,27801688,$109875596,$357885286,Active
Top War: Battle Game,5cc98b703ea98357b8ed3ce0,RiverGame,65577e0f8196ff7d020b01ed,2026-01-19,Unified,Games,289299,-349543,-0.547151,1283139.58,-113627.88,-0.081351,282985.0,-15164.0,-0.05086,Strategy,4X Strategy,2019/05/29,19009655,109736493,$420455840,$1018554867,Active
Magic War: Defense,6823f55034edf4173c8e262c,K3GAMES,641bcf6205e51255acf31c7f,2026-01-19,Unified,Games,281745,-6691,-0.023198,67250.23,13387.25,0.248543,69568.0,2468.0,0.036781,Strategy,Tower Defense,2025/06/11,141176,10455175,$294387,$1261562,Active
War Machines：Tanks Battle Game,567b928b6ac9724d020010eb,Wildlife Studios,5614e08d3f07e25d2901b7e7,2026-01-19,Unified,Games,273717,-69247,-0.201907,390000.17,25541.78,0.070081,352996.0,-40293.0,-0.102451,Shooter,Vehicular Shooter,2015/11/21,14634420,221400430,$109915972,$239217032,Active
