Unified Name,Unified ID,Unified Publisher Name,Unified Publisher ID,Date,Platform,Category,Downloads (Absolute),Downloads (PoP Growth),Downloads (PoP Growth %),Revenue (Absolute),Revenue (PoP Growth),Revenue (PoP Growth %),DAU (Absolute),DAU (PoP Growth),DAU (PoP Growth %),Game Genre,Game Sub-genre,Earliest Release Date,All Time Downloads (US),All Time Downloads (WW),All Time Revenue (US),All Time Revenue (WW),Advertised on Any Network
Roblox,55d3a1a802ac64350a000d6e,Roblox,560c44d98ac3506439005015,2025-12-15,Unified,Games,6200299,694130,0.126064,12929543.2,119830.48,0.009355,152706944.0,4895765.0,0.033122,Simulation,Sandbox,2011/05/26,245484640,1639598407,$3611784320,$6820646323,Active
Garena Free Fire,59d296dd60104c08ce201a27,Sea,56180ad702ac645be5000013,2025-12-15,Unified,Games,6104479,167059,0.028137,12543829.94,734841.79,0.062227,73508700.0,3522034.0,0.050324,Shooter,Battle Royale,2017/10/01,45347711,2145636828,$1112518752,$3957007472,Active
Subway Surfers,64870d70b3ae27253f16c069,Miniclip,65670b56ad4adb650837a435,2025-12-15,Unified,Games,3365747,-366330,-0.098157,72456.73,-9827.6,-0.119435,21216657.0,412669.0,0.019836,Arcade,Platformer / Runner,2012/05/24,251167920,2666580450,$68523894,$133570527,Inactive (< last 28 Days)
Paper.io 2,5b6af0a62ba45d4cc3be4963,Voodoo,59bad4eb63f2dc0d0b9689e1,2025-12-15,Unified,Games,2759722,684626,0.329925,34511.34,6992.57,0.254102,5469673.0,304121.0,0.058875,Arcade,.io,2018/08/09,78047904,537187664,$2797514,$5555325,Active
School Party Craft,5a767d97aee4ba0d1acf16b1,Candy Room Games,5dd841bbd4a1964828c297d0,2025-12-15,Unified,Games,2437627,-458670,-0.158364,0.0,0.0,,3980320.0,485493.0,0.138918,Action,Action Sandbox,2018/02/02,7065242,262352604,$0,$0,Active
Level Devil - NOT A Troll Game,65c9920e6aec9c5ac11ae902,Unept,57ed02d7ebff1409fc001b5b,2025-12-15,Unified,Games,1634153,-36656,-0.021939,540.74,18.65,0.035722,1725141.0,130789.0,0.082033,Arcade,Platformer / Runner,2024/02/11,2343913,50566483,$0,$31476,
Super Bear Adventure,59436582eaad1f3127001082,Earthkwak Games,610c3c8cfdc9453f267dc1be,2025-12-15,Unified,Games,1485836,25670,0.01758,11586.69,622.08,0.056735,5644300.0,316485.0,0.059402,Arcade,Platformer / Runner,2017/06/10,4685044,182699841,$51914,$844254,
FPS Strike Ops : Modern Arena,66495a9c1da696102a9f4d08,FPS Shooter,616dc43de3e9325e08852e55,2025-12-15,Unified,Games,1484646,-421948,-0.22131,3872.75,-1490.52,-0.277913,4196793.0,-240713.0,-0.054245,Shooter,FPS / 3PS,2024/05/17,1465805,119100936,$28186,$153080,
Call of Duty®: Mobile,5d0355893ea9832c13e157d2,Microsoft,5628910002ac648b28002389,2025-12-15,Unified,Games,1397698,42975,0.031722,9547240.25,335449.43,0.036415,9224706.0,-177031.0,-0.01883,Shooter,FPS / 3PS,2019/06/15,108592278,583648176,$1138998336,$2516588206,Active
Temple Run 2: Endless Escape,55c5029e02ac64f9c0001fc9,Imangi Studios,560c44228ac35064390042f4,2025-12-15,Unified,Games,1072742,8755,0.008228,2738.22,-182.35,-0.062436,1886700.0,42478.0,0.023033,Arcade,Platformer / Runner,2013/01/17,113850632,1120703008,$8035028,$16018515,Inactive (< last 28 Days)
